HAN-SAN-QI	Gene_ID:1652	@<<GADExtractor>> PMID: 16114092 #En1: Radix Notoginseng #En2: DDT *KeyWords: null /***1
KU-SHEN-SHI	Gene_ID:1994	@<<GADExtractor>> PMID: 19447452 #En1: Sophora flavescens #En2: Hua *KeyWords: present /***1
KU-SHEN-SHI	Gene_ID:3684	@<<GADExtractor>> PMID: 24619838 #En1: Sophora flavescens #En2: CD11b *KeyWords: increased /***1
KU-SHEN-SHI	Gene_ID:7422	@<<GADExtractor>> PMID: 23802436 #En1: Sophora flavescens #En2: VEGF *KeyWords: decreased /***1
KU-SHEN-SHI	Gene_ID:207	@<<GADExtractor>> PMID: 31817093 #En1: Sophora flavescens #En2: Akt *KeyWords: Mediates /***1
KU-SHEN-SHI	Gene_ID:5010	@<<GADExtractor>> PMID: 18479880 #En1: Sophora flavescens #En2: OSP *KeyWords: null /***1
KU-SHEN-SHI	Gene_ID:262	@<<GADExtractor>> PMID: 24274456 #En1: Sophora flavescens #En2: AMD *KeyWords: show /***1
KU-SHEN-SHI	Gene_ID:2290	@<<GADExtractor>> PMID: 26087234 #En1: Sophora flavescens #En2: Qin *KeyWords: null /***1
KU-SHEN-SHI	Gene_ID:4780	@<<GADExtractor>> PMID: 30284461 #En1: Sophora flavescens #En2: Nrf2 *KeyWords: Activates /***1
KU-SHEN-SHI	Gene_ID:2551	@<<GADExtractor>> PMID: 30284461 #En1: Sophora flavescens #En2: Nrf2 *KeyWords: Activates /***1
KU-SHEN-SHI	Gene_ID:23607	@<<GADExtractor>> PMID: 18785039 #En1: Sophora flavescens #En2: CMS *KeyWords: prepared /***1
KU-SHEN-SHI	Gene_ID:6779	@<<GADExtractor>> PMID: 30595220 #En1: Sophora flavescens #En2: STR *KeyWords: used /***1
KU-SHEN-SHI	Gene_ID:2053	@<<GADExtractor>> PMID: 18729246 #En1: Sophora flavescens #En2: sEH *KeyWords: possessed /***1
HUAI	Gene_ID:160728	@<<GADExtractor>> PMID: 23754270 #En1: Sophora japonica #En2: Ait *KeyWords: reported /***1
HUAI	Gene_ID:3553	@<<GADExtractor>> PMID: 16047560 #En1: sophora japonica #En2: interleukin-1beta *KeyWords: null /***1
HUAI	Gene_ID:7462	@<<GADExtractor>> PMID: 25709204 #En1: Sophora japonica #En2: lab *KeyWords: null /***1
HUAI	Gene_ID:6611	@<<GADExtractor>> PMID: 29901171 #En1: Sophora japonica #En2: SPS *KeyWords: null /***1
HUAI	Gene_ID:7299	@<<GADExtractor>> PMID: 16497459 #En1: Sophora japonica #En2: tyrosinase *KeyWords: exhibited /***1
SHENG-HUAI-JIAO	Gene_ID:3553	@<<GADExtractor>> PMID: 16047560 #En1: sophora japonica l #En2: interleukin-1beta *KeyWords: null /***1
SHENG-HUAI-JIAO	Gene_ID:7462	@<<GADExtractor>> PMID: 25709204 #En1: Sophora japonica L #En2: lab *KeyWords: null /***1
SHENG-HUAI-JIAO	Gene_ID:6611	@<<GADExtractor>> PMID: 29901171 #En1: Sophora japonical #En2: SPS *KeyWords: null /***1
SHAN-DOU-GEN	Gene_ID:160728	@<<GADExtractor>> PMID: 27823557 #En1: Sophora subprostrata #En2: Ait *KeyWords: null /***1
DOU-YOU	Gene_ID:6351	@<<GADExtractor>> PMID: 25345787 #En1: soybean oil #En2: CCl4 *KeyWords: null /@<<GADExtractor>> PMID: 29573620 #En1: soybean oil #En2: CCl4 *KeyWords: null /@<<GADExtractor>> PMID: 29573620 #En1: soybean oil #En2: CCl4 *KeyWords: null /@<<GADExtractor>> PMID: 29573620 #En1: soybean oil #En2: CCl4 *KeyWords: null /@<<GADExtractor>> PMID: 31481526 #En1: soybean oil #En2: CCl4 *KeyWords: had /@<<GADExtractor>> PMID: 31481526 #En1: soybean oil #En2: CCl4 *KeyWords: treated /@<<GADExtractor>> PMID: 31481526 #En1: soybean oil #En2: CCl4 *KeyWords: induced /***7
DOU-YOU	Gene_ID:22796	@<<GADExtractor>> PMID: 29282085 #En1: soybean oil #En2: LDL-C *KeyWords: null /@<<GADExtractor>> PMID: 29282085 #En1: soybean oil #En2: LDL-C *KeyWords: null /***2
DOU-YOU	Gene_ID:1628	@<<GADExtractor>> PMID: 29282085 #En1: soybean oil #En2: DBP *KeyWords: null /***1
DOU-YOU	Gene_ID:55764	@<<GADExtractor>> PMID: 29573620 #En1: soybean oil #En2: SPG *KeyWords: null /***1
DOU-YOU	Gene_ID:820	@<<GADExtractor>> PMID: 30111020 #En1: soybean oil #En2: cAMP *KeyWords: null /***1
DOU-YOU	Gene_ID:359	@<<GADExtractor>> PMID: 30111020 #En1: soybean oil #En2: aquaporin 2 *KeyWords: null /***1
DOU-YOU	Gene_ID:26503	@<<GADExtractor>> PMID: 31481526 #En1: soybean oil #En2: AST *KeyWords: reduced /***1
DOU-YOU	Gene_ID:5251	@<<GADExtractor>> PMID: 31481526 #En1: soybean oil #En2: HYP *KeyWords: reduced /***1
MI-HUA-DOU	Gene_ID:6098	@<<GADExtractor>> PMID: 29668336 #En1: Spatholobus Suberectus #En2: ROS *KeyWords: null /***1
MI-HUA-DOU	Gene_ID:27065	@<<GADExtractor>> PMID: 29668336 #En1: Spatholobus Suberectus #En2: P21 *KeyWords: null /***1
MI-HUA-DOU	Gene_ID:2099	@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: Estrogen Receptor *KeyWords: Inhibits /@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: estrogen receptor *KeyWords: null /***2
MI-HUA-DOU	Gene_ID:5290	@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: PI3K *KeyWords: Suppressing /***1
MI-HUA-DOU	Gene_ID:5294	@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: PI3K *KeyWords: Suppressing /***1
MI-HUA-DOU	Gene_ID:5293	@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: PI3K *KeyWords: Suppressing /***1
MI-HUA-DOU	Gene_ID:5295	@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: PI3K *KeyWords: Suppressing /***1
MI-HUA-DOU	Gene_ID:207	@<<GADExtractor>> PMID: 28096885 #En1: Spatholobus suberectus #En2: AKT *KeyWords: Suppressing /***1
MI-HUA-DOU	Gene_ID:1576	@<<GADExtractor>> PMID: 28539725 #En1: Spatholobus suberectus #En2: CYP3A4 *KeyWords: null /@<<GADExtractor>> PMID: 28539725 #En1: Spatholobus suberectus #En2: CYP3A4 *KeyWords: null /@<<GADExtractor>> PMID: 28539725 #En1: Spatholobus suberectus #En2: CYP3A4 *KeyWords: inhibited /@<<GADExtractor>> PMID: 28539725 #En1: Spatholobus suberectus #En2: CYP3A4 *KeyWords: inhibit /***4
MI-HUA-DOU	Gene_ID:7299	@<<GADExtractor>> PMID: 16497459 #En1: Spatholobus suberectus #En2: tyrosinase *KeyWords: exhibited /***1
RONG-MAO-DAI-XING-CAO	Gene_ID:6098	@<<GADExtractor>> PMID: 12622461 #En1: Sphaeranthus indicus #En2: ROS *KeyWords: caused /***1
ZAO-CI	Gene_ID:7099	@<<GADExtractor>> PMID: 31986326 #En1: Spina Gleditsiae #En2: TLR4 *KeyWords: ameliorate /***1
ZAO-CI	Gene_ID:4615	@<<GADExtractor>> PMID: 31986326 #En1: Spina Gleditsiae #En2: MyD88 *KeyWords: ameliorate /***1
ZAO-CI	Gene_ID:148022	@<<GADExtractor>> PMID: 31986326 #En1: Spina Gleditsiae #En2: TRIF *KeyWords: ameliorate /***1
ZAO-CI	Gene_ID:140691	@<<GADExtractor>> PMID: 31986326 #En1: Spina Gleditsiae #En2: TRIF *KeyWords: ameliorate /***1
ZAO-CI	Gene_ID:114548	@<<GADExtractor>> PMID: 31986326 #En1: Spina Gleditsiae #En2: NLRP3 *KeyWords: ameliorate /***1
BO-CAI	Gene_ID:325	@<<GADExtractor>> PMID: 30769732 #En1: Spinacia oleracea #En2: sap *KeyWords: null /***1
BA-JIAO-HUI--XIANG	Gene_ID:196	@<<GADExtractor>> PMID: 29191726 #En1: star anise #En2: AhR *KeyWords: null /@<<GADExtractor>> PMID: 29191726 #En1: star anise #En2: AhR *KeyWords: null /@<<GADExtractor>> PMID: 29191726 #En1: star anise #En2: AhR *KeyWords: null /@<<GADExtractor>> PMID: 29191726 #En1: star anise #En2: AhR *KeyWords: null /***4
YE-MU-GUA	Gene_ID:9188	@<<GADExtractor>> PMID: 19427657 #En1: Stauntonia chinensis #En2: Gua *KeyWords: null /***1
BAI-BU	Gene_ID:2010	@<<GADExtractor>> PMID: 31030094 #En1: Stemona tuberosa #En2: STA *KeyWords: null /***1
FEN-FANG-JI	Gene_ID:2475	@<<GADExtractor>> PMID: 32201213 #En1: Stephania tetrandra #En2: mTOR *KeyWords: enhanced /***1
FEN-FANG-JI	Gene_ID:3630	@<<GADExtractor>> PMID: 12612439 #En1: Stephania tetrandra #En2: insulin *KeyWords: null /***1
FEN-FANG-JI	Gene_ID:6484	@<<GADExtractor>> PMID: 12612439 #En1: Stephania tetrandra #En2: STZ *KeyWords: falls /@<<GADExtractor>> PMID: 12222655 #En1: Stephania Tetrandra #En2: STZ *KeyWords: null /@<<GADExtractor>> PMID: 12222655 #En1: Stephania Tetrandra #En2: STZ *KeyWords: null /***3
FEN-FANG-JI	Gene_ID:100	@<<GADExtractor>> PMID: 30987561 #En1: Stephania tetrandra #En2: ADA *KeyWords: demonstrated /***1
FEN-FANG-JI	Gene_ID:8439	@<<GADExtractor>> PMID: 23452799 #En1: Stephania tetrandra #En2: FAN *KeyWords: null /***1
FEN-FANG-JI	Gene_ID:4512	@<<GADExtractor>> PMID: 15810597 #En1: Stephania tetrandra #En2: COX-1 *KeyWords: null /***1
FEN-FANG-JI	Gene_ID:2523	@<<GADExtractor>> PMID: 19220659 #En1: Stephania tetrandra #En2: HSC *KeyWords: enhance /@<<GADExtractor>> PMID: 19220659 #En1: Stephania tetrandra #En2: HSC *KeyWords: activating /***2
PANG-DA-HAI.	Gene_ID:54704	@<<GADExtractor>> PMID: 30322606 #En1: Sterculia lychnophora #En2: PDH *KeyWords: used /***1
HAI-SHEN-CHANG	Gene_ID:6395	@<<GADExtractor>> PMID: 19174693 #En1: Stichopus japonicus #En2: sea *KeyWords: null /@<<GADExtractor>> PMID: 26000949 #En1: stichopus japonicus #En2: sea *KeyWords: null /***2
ZHI-JIANG-CAN	Gene_ID:55079	@<<GADExtractor>> PMID: 31640173 #En1: Stiff Silkworm #En2: TOF *KeyWords: Using /***1
MA-QIAN-ZI	Gene_ID:6717	@<<GADExtractor>> PMID: 29298518 #En1: Strychnos nux-vomica #En2: Sri *KeyWords: grows /***1
MA-QIAN-ZI	Gene_ID:5541	@<<GADExtractor>> PMID: 20349712 #En1: Strychnos nux-vomica #En2: SPC *KeyWords: null /@<<GADExtractor>> PMID: 20349712 #En1: Strychnos nux-vomica #En2: SPC *KeyWords: compare /***2
GAN-SHU	Gene_ID:5290	@<<GADExtractor>> PMID: 30160115 #En1: Sweet Potato #En2: PI3K *KeyWords: null /***1
GAN-SHU	Gene_ID:5294	@<<GADExtractor>> PMID: 30160115 #En1: Sweet Potato #En2: PI3K *KeyWords: null /***1
GAN-SHU	Gene_ID:5293	@<<GADExtractor>> PMID: 30160115 #En1: Sweet Potato #En2: PI3K *KeyWords: null /***1
GAN-SHU	Gene_ID:5295	@<<GADExtractor>> PMID: 30160115 #En1: Sweet Potato #En2: PI3K *KeyWords: null /***1
GAN-SHU	Gene_ID:3630	@<<GADExtractor>> PMID: 30477357 #En1: sweet potato #En2: insulin *KeyWords: null /@<<GADExtractor>> PMID: 30477357 #En1: sweet potato #En2: insulin *KeyWords: null /***2
ZI-HONG-ZHANG-YA-CAI	Gene_ID:5266	@<<GADExtractor>> PMID: 23136022 #En1: Swertia punicea #En2: ESI *KeyWords: applied /@<<GADExtractor>> PMID: 23136022 #En1: Swertia punicea #En2: ESI *KeyWords: null /@<<GADExtractor>> PMID: 23136022 #En1: Swertia punicea #En2: ESI *KeyWords: null /***3
YANG-DAO-DOU	Gene_ID:3664	@<<GADExtractor>> PMID: 31645121 #En1: sword bean #En2: LPS *KeyWords: investigated /***1
DING-XIANG	Gene_ID:9451	@<<GADExtractor>> PMID: 25590367 #En1: Syzygium aromaticum #En2: p-ERK *KeyWords: reverses /***1
DING-XIANG	Gene_ID:627	@<<GADExtractor>> PMID: 25590367 #En1: Syzygium aromaticum #En2: brain-derived neurotrophic factor *KeyWords: reverses /***1
DING-XIANG	Gene_ID:3630	@<<GADExtractor>> PMID: 15588682 #En1: Syzygium aromaticum #En2: insulin *KeyWords: acts /@<<GADExtractor>> PMID: 24999964 #En1: Syzygium aromaticum #En2: insulin *KeyWords: shown /***2
DING-XIANG	Gene_ID:5106	@<<GADExtractor>> PMID: 15588682 #En1: Syzygium aromaticum #En2: PEPCK *KeyWords: acts /***1
DING-XIANG	Gene_ID:2538	@<<GADExtractor>> PMID: 15588682 #En1: Syzygium aromaticum #En2: glucose 6-phosphatase *KeyWords: acts /***1
DING-XIANG	Gene_ID:4512	@<<GADExtractor>> PMID: 23721591 #En1: Syzygium aromaticum #En2: COX-1 *KeyWords: showed /***1
DING-XIANG	Gene_ID:137872	@<<GADExtractor>> PMID: 8891165 #En1: Syzygium aromaticum #En2: Hot *KeyWords: null /***1
YANG-SHI-GUO	Gene_ID:6484	@<<GADExtractor>> PMID: 19761040 #En1: Syzygium cumin #En2: STZ *KeyWords: null /@<<GADExtractor>> PMID: 19761040 #En1: Syzygium cumini #En2: STZ *KeyWords: null /***2
WEI-XIAO-WAN-SHOU-JU	Gene_ID:8972	@<<GADExtractor>> PMID: 20185303 #En1: Tagetes minuta #En2: alpha-glucosidase *KeyWords: had /***1
WEI-XIAO-WAN-SHOU-JU	Gene_ID:279	@<<GADExtractor>> PMID: 20185303 #En1: Tagetes minuta #En2: alpha-amylase *KeyWords: had /***1
SUAN-JIAO	Gene_ID:81502	@<<GADExtractor>> PMID: 25856320 #En1: Tamarindus indica #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 25856320 #En1: Tamarindus indica #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 25856320 #En1: Tamarindus indica #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 25856320 #En1: Tamarindus indica #En2: spp *KeyWords: null /***4
CHENG-LIU	Gene_ID:57381	@<<GADExtractor>> PMID: 32256017 #En1: Tamarix chinensis #En2: TCL *KeyWords: null /***1
CHU-AI-JU	Gene_ID:4792	@<<GADExtractor>> PMID: 10962577 #En1: tanacetum parthenium #En2: IkappaBalpha *KeyWords: mimicked /***1
CHU-AI-JU	Gene_ID:6647	@<<GADExtractor>> PMID: 10962577 #En1: tanacetum parthenium #En2: SOD *KeyWords: inhibiting /***1
PU-GONG-YING	Gene_ID:7099	@<<GADExtractor>> PMID: 26930562 #En1: Taraxacum mongolicum #En2: TLR4 *KeyWords: alleviates /***1
PU-GONG-YING	Gene_ID:173	@<<GADExtractor>> PMID: 2364464 #En1: Taraxacum mongolicum #En2: Alba *KeyWords: null /***1
YAO-YONG-PU-GONG-YING	Gene_ID:7124	@<<GADExtractor>> PMID: 28077102 #En1: Taraxacum Officinale #En2: tumor necrosis factor-alpha *KeyWords: null /***1
YAO-YONG-PU-GONG-YING	Gene_ID:3664	@<<GADExtractor>> PMID: 28077102 #En1: Taraxacum Officinale #En2: LPS *KeyWords: null /***1
YAO-YONG-PU-GONG-YING	Gene_ID:8972	@<<GADExtractor>> PMID: 15704495 #En1: Taraxacum officinale #En2: alpha-glucosidase *KeyWords: communis /***1
HONG-DOU-SHAN	Gene_ID:801	@<<GADExtractor>> PMID: 15010258 #En1: Taxus chinensis #En2: CAM *KeyWords: null /***1
HONG-DOU-SHAN	Gene_ID:79823	@<<GADExtractor>> PMID: 15010258 #En1: Taxus chinensis #En2: CAM *KeyWords: null /***1
HONG-DOU-SHAN	Gene_ID:6606	@<<GADExtractor>> PMID: 29455733 #En1: Taxus chinensis #En2: SMA *KeyWords: null /***1
HONG-DOU-SHAN	Gene_ID:4087	@<<GADExtractor>> PMID: 29455733 #En1: Taxus chinensis #En2: Smad2 *KeyWords: null /***1
A-JIANG-LAN-REN.	Gene_ID:5250	@<<GADExtractor>> PMID: 25869517 #En1: Terminalia arjuna #En2: PHC *KeyWords: null /***1
HE-ZI-HE	Gene_ID:6223	@<<GADExtractor>> PMID: 26402786 #En1: Terminalia chebula #En2: DBA/1 *KeyWords: induced /***1
HE-ZI-HE	Gene_ID:7047	@<<GADExtractor>> PMID: 16472540 #En1: Terminalia chebula #En2: TGP *KeyWords: null /@<<GADExtractor>> PMID: 16472540 #En1: Terminalia chebula #En2: TGP *KeyWords: null /***2
HE-ZI-HE	Gene_ID:4843	@<<GADExtractor>> PMID: 11100933 #En1: Terminalia chebula #En2: iNOS *KeyWords: found /@<<GADExtractor>> PMID: 11100933 #En1: Terminalia chebula #En2: iNOS *KeyWords: found /***2
HE-ZI-HE	Gene_ID:51477	@<<GADExtractor>> PMID: 11100933 #En1: Terminalia chebula #En2: iNOS *KeyWords: found /@<<GADExtractor>> PMID: 11100933 #En1: Terminalia chebula #En2: iNOS *KeyWords: found /***2
HE-ZI-HE	Gene_ID:137872	@<<GADExtractor>> PMID: 8891165 #En1: Terminalia chebula #En2: Hot *KeyWords: null /***1
HE-ZI-HE	Gene_ID:3664	@<<GADExtractor>> PMID: 19203350 #En1: Terminaliachebula #En2: LPS *KeyWords: neutralize /@<<GADExtractor>> PMID: 19203350 #En1: Terminaliachebula Retz #En2: LPS *KeyWords: neutralize /***2
DA-YE-TANG-SONG-CAO	Gene_ID:7157	@<<GADExtractor>> PMID: 22086402 #En1: Thalictrum fortunei #En2: P53 *KeyWords: induces /@<<GADExtractor>> PMID: 22086402 #En1: Thalictrum fortunei #En2: P53 *KeyWords: induces /***2
SHE-XIANG-CAO	Gene_ID:2475	@<<GADExtractor>> PMID: 23768830 #En1: Thymus vulgaris #En2: FRAP *KeyWords: null /@<<GADExtractor>> PMID: 16104805 #En1: Thymus vulgaris #En2: FRAP *KeyWords: null /***2
SHE-XIANG-CAO	Gene_ID:8030	@<<GADExtractor>> PMID: 23768830 #En1: Thymus vulgaris #En2: TPC *KeyWords: null /***1
SHE-XIANG-CAO	Gene_ID:51428	@<<GADExtractor>> PMID: 29500540 #En1: Thymus vulgaris #En2: ABS *KeyWords: null /***1
SHE-XIANG-CAO	Gene_ID:152185	@<<GADExtractor>> PMID: 30963044 #En1: Thymus vulgaris #En2: spice *KeyWords: vulgaris /***1
XIN-XING-YE-QING-NIU-DAN	Gene_ID:3172	@<<GADExtractor>> PMID: 30670256 #En1: Tinospora cordifolia #En2: TCF *KeyWords: null /***1
XIN-XING-YE-QING-NIU-DAN	Gene_ID:6484	@<<GADExtractor>> PMID: 19761040 #En1: Tinospora cordifolia #En2: STZ *KeyWords: null /***1
XIN-XING-YE-QING-NIU-DAN	Gene_ID:3553	@<<GADExtractor>> PMID: 9324000 #En1: Tinospora cordifolia #En2: IL-1 *KeyWords: inhibited /***1
XIN-XING-YE-QING-NIU-DAN	Gene_ID:3552	@<<GADExtractor>> PMID: 9324000 #En1: Tinospora cordifolia #En2: IL-1 *KeyWords: inhibited /***1
XIN-XING-YE-QING-NIU-DAN	Gene_ID:27179	@<<GADExtractor>> PMID: 9324000 #En1: Tinospora cordifolia #En2: IL-1 *KeyWords: inhibited /***1
XIN-XING-YE-QING-NIU-DAN	Gene_ID:7124	@<<GADExtractor>> PMID: 9324000 #En1: Tinospora cordifolia #En2: TNF-alpha *KeyWords: inhibited /***1
ZHONG-BIN--JU	Gene_ID:619501	@<<GADExtractor>> PMID: 29200736 #En1: Tithonia diversifolia #En2: HCC *KeyWords: null /***1
ZHONG-BIN--JU	Gene_ID:706	@<<GADExtractor>> PMID: 29200736 #En1: Tithonia diversifolia #En2: PBS *KeyWords: buffered /***1
CHUN-BAI-PI	Gene_ID:10011	@<<GADExtractor>> PMID: 27525892 #En1: Toona sinensis #En2: SRAP *KeyWords: revealed /***1
CHUN-BAI-PI	Gene_ID:7422	@<<GADExtractor>> PMID: 21130856 #En1: Toona sinensis #En2: vascular endothelial growth factor *KeyWords: inhibit /@<<GADExtractor>> PMID: 21130856 #En1: Toona sinensis #En2: VEGF *KeyWords: inhibit /@<<GADExtractor>> PMID: 21130856 #En1: Toona sinensis #En2: VEGF *KeyWords: sinensis /***3
CHUN-BAI-PI	Gene_ID:6301	@<<GADExtractor>> PMID: 18762235 #En1: Toona sinensis #En2: SARS *KeyWords: sinensis /@<<GADExtractor>> PMID: 18762235 #En1: Toona sinensis #En2: SARS *KeyWords: have /@<<GADExtractor>> PMID: 18762235 #En1: Toona sinensis #En2: SARS *KeyWords: inhibit /@<<GADExtractor>> PMID: 18762235 #En1: Toona sinensis #En2: SARS *KeyWords: null /***4
GUI-JIA	Gene_ID:28982	@<<GADExtractor>> PMID: 22257536 #En1: tortoise shell #En2: PCA *KeyWords: null /***1
GUI-JIA	Gene_ID:559	@<<GADExtractor>> PMID: 22257536 #En1: tortoise shell #En2: PCA *KeyWords: null /***1
JI-LI-GEN	Gene_ID:8654	@<<GADExtractor>> PMID: 29505934 #En1: Tribulus terrestris #En2: PDE5 *KeyWords: null /***1
JI-LI-GEN	Gene_ID:5443	@<<GADExtractor>> PMID: 17259119 #En1: Tribulus terrestris #En2: MSH *KeyWords: null /@<<GADExtractor>> PMID: 17259119 #En1: Tribulus terrestris #En2: MSH *KeyWords: null /@<<GADExtractor>> PMID: 17259119 #En1: Tribulus terrestris #En2: MSH *KeyWords: administered /@<<GADExtractor>> PMID: 17259119 #En1: Tribulus terrestris #En2: MSH *KeyWords: increase /***4
JI-LI-GEN	Gene_ID:7299	@<<GADExtractor>> PMID: 12433636 #En1: Tribulus terrestris #En2: tyrosinase *KeyWords: null /@<<GADExtractor>> PMID: 12433636 #En1: Tribulus terrestris #En2: tyrosinase *KeyWords: null /@<<GADExtractor>> PMID: 12433636 #En1: Tribulus terrestris #En2: tyrosinase *KeyWords: null /***3
JI-LI-GEN	Gene_ID:5266	@<<GADExtractor>> PMID: 14766280 #En1: Tribulus terrestris #En2: ESI *KeyWords: null /***1
TIAN-HUA-FEN	Gene_ID:801	@<<GADExtractor>> PMID: 15010258 #En1: Trichosanthes kirilowii #En2: CAM *KeyWords: showed /***1
TIAN-HUA-FEN	Gene_ID:79823	@<<GADExtractor>> PMID: 15010258 #En1: Trichosanthes kirilowii #En2: CAM *KeyWords: showed /***1
TIAN-HUA-FEN	Gene_ID:51083	@<<GADExtractor>> PMID: 10883735 #En1: Trichosanthes kirilowii #En2: Gal *KeyWords: contains /***1
TIAN-HUA-FEN	Gene_ID:3643	@<<GADExtractor>> PMID: 28100206 #En1: Trichosanthes kirilowii #En2: insulin receptor *KeyWords: null /***1
TIAN-HUA-FEN	Gene_ID:4973	@<<GADExtractor>> PMID: 30038056 #En1: Trichosanthes kirilowii #En2: LOX1 *KeyWords: inhibiting /***1
TIAN-HUA-FEN	Gene_ID:842	@<<GADExtractor>> PMID: 30038056 #En1: Trichosanthes kirilowii #En2: caspase-9 *KeyWords: inhibiting /***1
TIAN-HUA-FEN	Gene_ID:8856	@<<GADExtractor>> PMID: 21524698 #En1: Trichosanthes kirilowii #En2: PXR *KeyWords: trans-activate /***1
TIAN-HUA-FEN	Gene_ID:1994	@<<GADExtractor>> PMID: 22957017 #En1: Trichosanthes kirilowii #En2: Hua *KeyWords: null /***1
TIAN-HUA-FEN	Gene_ID:6497	@<<GADExtractor>> PMID: 12056850 #En1: Trichosanthes kirilowii #En2: SKI *KeyWords: null /@<<GADExtractor>> PMID: 12056850 #En1: Trichosanthes kirilowii #En2: SKI *KeyWords: null /***2
ZHI-GEN-PI	Gene_ID:3664	@<<GADExtractor>> PMID: 23872723 #En1: trifoliate orange #En2: LPS *KeyWords: null /***1
HONG-CHE-ZHOU-CAO	Gene_ID:29760	@<<GADExtractor>> PMID: 31859817 #En1: Trifolium pratense #En2: BCA *KeyWords: null /@<<GADExtractor>> PMID: 31859817 #En1: Trifolium pratense #En2: BCA *KeyWords: explore /***2
SAN-XIAO-CAO	Gene_ID:717	@<<GADExtractor>> PMID: 28547109 #En1: Trifolium repens #En2: CO2 *KeyWords: null /***1
YAN-LING-CAO	Gene_ID:4137	@<<GADExtractor>> PMID: 29863023 #En1: Trillium tschonoskii #En2: Tau *KeyWords: attenuates /@<<GADExtractor>> PMID: 29863023 #En1: Trillium tschonoskii #En2: Tau *KeyWords: lessen /***2
YAN-LING-CAO	Gene_ID:114798	@<<GADExtractor>> PMID: 29931872 #En1: trillium tschonoskii #En2: TTM *KeyWords: null /@<<GADExtractor>> PMID: 31941010 #En1: Trillium tschonoskii #En2: TTM *KeyWords: null /@<<GADExtractor>> PMID: 29931965 #En1: Trillium tschonoskii #En2: TTM *KeyWords: null /@<<GADExtractor>> PMID: 29287199 #En1: Trillium tschonoskii #En2: TTM *KeyWords: evaluated /***4
YAN-LING-CAO	Gene_ID:6484	@<<GADExtractor>> PMID: 29931872 #En1: trillium tschonoskii #En2: STZ *KeyWords: null /***1
KUN-MING-SHAN-HAI-TANG	Gene_ID:3251	@<<GADExtractor>> PMID: 12473739 #En1: Tripterygium hypoglaucum #En2: HPRT *KeyWords: null /***1
LEI-GONG-TENG	Gene_ID:122042	@<<GADExtractor>> PMID: 30013034 #En1: Tripterygium wilfordii #En2: great *KeyWords: attracted /***1
LEI-GONG-TENG	Gene_ID:2357	@<<GADExtractor>> PMID: 30407411 #En1: Tripterygium wilfordii #En2: fMLP *KeyWords: able /***1
LEI-GONG-TENG	Gene_ID:9622	@<<GADExtractor>> PMID: 26552346 #En1: Tripterygium wilfordii #En2: kallikrein *KeyWords: null /***1
LEI-GONG-TENG	Gene_ID:3664	@<<GADExtractor>> PMID: 24157922 #En1: Tripterygium wilfordii #En2: LPS *KeyWords: investigated /@<<GADExtractor>> PMID: 20626064 #En1: Tripterygium wilfordii #En2: LPS *KeyWords: protected /***2
LEI-GONG-TENG	Gene_ID:4780	@<<GADExtractor>> PMID: 29950302 #En1: Tripterygium wilfordii #En2: Nrf2 *KeyWords: involving /@<<GADExtractor>> PMID: 31280667 #En1: Tripterygium wilfordii #En2: Nrf2 *KeyWords: null /***2
LEI-GONG-TENG	Gene_ID:2551	@<<GADExtractor>> PMID: 29950302 #En1: Tripterygium wilfordii #En2: Nrf2 *KeyWords: involving /@<<GADExtractor>> PMID: 31280667 #En1: Tripterygium wilfordii #En2: Nrf2 *KeyWords: null /***2
LEI-GONG-TENG	Gene_ID:914	@<<GADExtractor>> PMID: 30551448 #En1: Tripterygium wilfordii #En2: T11 *KeyWords: null /***1
LEI-GONG-TENG	Gene_ID:4580	@<<GADExtractor>> PMID: 22152774 #En1: Tripterygium Wilfordii #En2: MTX *KeyWords: null /@<<GADExtractor>> PMID: 18559239 #En1: Tripterygium wilfordii #En2: MTX *KeyWords: null /@<<GADExtractor>> PMID: 23905389 #En1: Tripterygium wilfordii #En2: MTX *KeyWords: null /@<<GADExtractor>> PMID: 25027774 #En1: Tripterygium wilfordii #En2: MTX *KeyWords: null /@<<GADExtractor>> PMID: 30348207 #En1: Tripterygium wilfordii #En2: MTX *KeyWords: null /@<<GADExtractor>> PMID: 28088452 #En1: Tripterygium wilfordii #En2: MTX *KeyWords: used /***6
